id,sentence,used,created,mention
PMC5104352,"This procedure was performed using SDMtoolbox [16], resulting in a total of 44 unique occurrence records.

",True,False,False
PMC5104352,ENMs were developed using a maximum entropy algorithm implemented in the software MaxEnt version 3.3.3k [23].,True,False,False
PMC5104352,This procedure was performed using SDMtoolbox [16].,True,False,False
PMC5104352,"First, two sets of variables were selected and then the Pearson’s correlation test performed with the software ENMtools v 1.3 [31] was used to ensure the lack of multicolinearity among the selected predictors [32]. ",True,False,False
PMC5104352,"Therefore, in addition to MaxEnt default, regularization multiplier values of 3 and 5 were also tested in the development of the models.

",True,False,False
PMC5104352,"Additionally, BIC was calculated with the software ENMtools v1.3 [31] using the full data set. ",True,False,False
PMC5104352,"To assess climate novelty in the transferred regions, a Multivariate Environmental Similarity Surface test (MESS) implemented in MaxEnt was performed. ",True,False,False
PMC5104352,"Additionally, we restricted model projections to climate conditions encountered during training by disabling extrapolate options in MaxEnt. ",True,False,False
PMC4418607,"We used a qualitative data analysis software program, ATLAS.ti 6.2, to facilitate analysis. ",True,False,False
PMC4047120,"The DTI images were analysed using DTV.II SR toolbox software (Image Computing and Analysis Laboratory [UTRAD/ICAL] Department of Radiology, The University of Tokyo Hospital, extension of Volume 1, package [http://www.volume-one.org/]) with the following parameters to determine the degree of sensitivity for generating DTI tracts: Fractional Anisotropy (FA)  = 0.05, steps  = 160; Apparent Diffusion Coefficient (ADC) (x1K): any; So <80; Angle: any.

",True,False,False
PMC4047120,"The Ki67 immunohistochemistry was performed on a benchmark ULTRA using clone 30-9 (Ventana Medical Systems, Tucson, AZ), and interpreted with an iScan Coreo and Virtuoso algorithm (Ventana Medical Systems). ",True,False,False
PMC4047120,"The molecular analyses were performed by PCR amplification, using primers designed with Primer 3 software (Table S1), followed by electrophoresis in 1.8% agarose gel. ",True,False,False
PMC4047120,The images were identically processed using MetaMorph Software (Molecular Devices).,True,False,False
PMC4047120,"The data presented in this article represent mean ± standard deviation and were calculated using Statistical Package for the Social Sciences (SPSS, IBM). ",True,False,False
PMC4079667,"We fitted the ERMM with the R package “Mixer” [24], [39]–[41]. ",True,False,False
PMC4079667,"The Fast Louvain and Spectral algorithms were carried out using the Matlab “Brain Connectivity Toolbox” (http://www.brain-connectivity-toolbox.net/, accessed 15th June 2013) [49]. ",True,False,False
PMC4079667,"To calculate the ARI scores, we used the function “adjustedRandIndex” in R software [58], [59] and, for the ICC and AIC, we use the R function “lmer” [60] that employs a Restricted Maximum Likelihood procedure [61] to obtain estimates of ,  and AIC.

",True,False,False
PMC4446300,Statistical analyses were performed using the SAS software package (version 9.2).,True,False,False
PMC5444625,"Data were entered in double by two data clerks using Epidata [49].

",True,False,False
PMC5444625,WHO 2006 growth standards were used to calculate WHZ and HAZ using the ZSCORE06 Stata command [51].,True,False,False
PMC5444625,"For this purpose, we fitted Poisson regression models with cluster pair and child as random effects using the Stata GLLAMM. ",True,False,False
PMC5444625,"All statistical analyses were conducted using Stata 12.0 (Statacorp, College Station, TX).

",True,False,False
PMC6235347,"Data was stored in a validated database system (Promasys, Omnicomm Inc., Fort Lauderdale, USA) and checked for accuracy and completeness. ",True,False,False
PMC6235347,"R was used with the following packages: dplyr 0.5.0, [22] psych 1.7.5, [23] tidyr 0.6.3. ",True,False,False
PMC5077101,"HPLC/MSn analysis was performed with an Agilent 1100 Series HPLC and LCQ Deca XPplus ion trap mass spectrometer (Thermo Finnigan, San Jose, CA, USA) equipped with electrospray ionization (ESI) source, with Xcalibur 1.3 controlling software. ",True,False,False
PMC5077101,"All data fitting were carried out using OriginLab (Pro 8, OriginLab Corp., Northampton, MA).

",True,False,False
PMC3961335,"The stimuli were programmed on a Mac Pro computer (Mac Pro 3.1, Quad-Core Intel Xeon 2.8 GHz) using Matlab Version R2009b and Psychtoolbox [57], [58], and displayed using a Mitsubishi Electric colour data projector (Model XD400U) back-projected onto large (1.48 m wide by 1.20 m high) screen mounted on the lab wall. ",True,False,False
PMC3509097,Based on these 946 SNP positions we then computed a Maximum Parsimony (MP) tree using MEGA 5 with 200 bootstrap replicates [4].,True,False,False
PMC3509097,We chose the partial deletion method with a 95% cut off in MEGA 5 that removed 310 SNPs that had insufficient data before the MP-tree calculation.,True,False,False
PMC3509157,OAE was visualized with the Protégé 4.0.2 OWL editor.,True,False,False
PMC3509157,"Specifically, the TIV- and LAIV-specific AEs and their parent term hierarchies were extracted from the OAE using the OntoFox program [16]. ",True,False,False
PMC3509157,The hierarchical results were visualized using the Protégé-OWL editor and manually studied and compared.,True,False,False
PMC6152971,"Absolute differences and relative risks were estimated with the GENMOD procedure in SAS version 9∙3 (SAS Institute, Cary, N.C.) The absolute and relative effect of the CCP was estimated for each of the four baseline treatment status groups.

",True,False,False
PMC6283531,Data was entered and analyzed using SPSS 21.0.,True,False,False
PMC3643955,"Fish were filmed for 15 minutes and the behaviour of each sex was analyzed using JWatcher software, which calculates the total time and frequency of each quantified behaviour during this period. ",True,False,False
PMC3643955,"From these images, ray 4 and ray 6 were measured to the nearest 0.001 mm using Motic Digilab II (Motic Instruments Inc., Hong Kong). ",True,False,False
PMC3643955,"All statistical analyses were performed using SPSS (19.0).

",True,False,False
PMC6301656,Data were extracted on paper files and then entered in an electronic database by data clerks and coded collected data were kept in an Excel database.,True,False,False
PMC6301656,"The data analysis was done using Stata version 11 (College Station, TX: StataCorp LP. ). ",True,False,False
PMC3299741,"We tested the MSACompro method against this data with contact predictions.
",True,False,False
PMC4539857,"Compatible with any modern web browser except Internet Explorer (we tested it on Firefox v30.0, Chrome v36.0, Safari v6.1) Programming language: jQuery/HTML5, Python/Django, R Other requirements: A VirtualBox installation (for expansion and modification) License: GPL Any restrictions to use by non-academics: None""
",True,False,False
PMC3436805,"On real data, DELLY reliably uncovers SVs from the 1000 Genomes Project and cancer genomes, and validation experiments of randomly selected deletion loci show a high specificity.
",True,False,False
PMC1635267,"AccuTyping was used to determine >300 000 genotypes of DNA and sperm samples.
",True,False,False
PMC4168975,"The performance of eMatchSite is evaluated using several datasets and compared to other algorithms for binding site matching in large-scale benchmarking calculations.
",True,False,False
PMC3853218,"We systematically compared the processing speed, cell segmentation accuracy, and phenotypic-profile clustering performance of cellXpress to other existing bioimage analysis software packages or algorithms.
",True,False,False
PMC4271363,"Installation on Linux (Ubuntu) is supported via PyPi.
",True,False,False
PMC4271363,"Programming language: Python 2.7, Qt 5.2 Other requirements: Package binary contains all requirements License: GNU GPL v3.0 Any restrictions to use by non-academics: N/A""
",True,False,False
PMC4053987,"Using CapR, we demonstrate that several RBPs bind to their target RNA molecules under specific structural contexts.
",True,False,False
PMC6786656,"We use Telescope to investigate the expression of HERVs in cell types from the ENCODE consortium.
",True,False,False
PMC3547792,"We compare the final set of flux values resulting from this Redirector optimization to fluxes resulting from the optimization for biomass.
",True,False,False
PMC3547792,"To demonstrate its capacity to optimize challenging pathways, we have applied Redirector to the production of myristoyl-CoA, examining the highest growth parameter design as well as the dependency analysis of multiple designs.
",True,False,False
PMC6029841,"(B) Evaluation of CellProfiler 3.0 performance in comparison to the MorphoLibJ plugin in Fiji software.
",True,False,False
PMC2832824,"Availability and implementation: BEDTools was written in C++.
",True,False,False
PMC2921379,"To identify the nature of sequencing artifacts and how they may impact the analyses of a 16S metagenomic sample, ANDES was applied to compute empirically-determined quality values on a set of 454 Titanium sequencing runs.
",True,False,False
PMC4624683,"ENCORE is freely available and extendable, integrates with the established MDAnalysis software package, reads ensemble data in many common formats, and can work with large trajectory files.
",True,False,False
PMC3900378,"The VBA toolbox is then used to invert a “dynamical” variant of the Q-learning model (cf. section “Reinforcement learning models of choice data”), given the agent's sequence of choices.
",True,False,False
PMC5747461,"We demonstrate the versatility of MAGPIE using four prototypic example cases.
",True,False,False
PMC1283974,"Each brain image voxel of each of 20 human subjects is assigned a label by each of the remaining 19 atlases using Mindboggle.
",True,False,False
PMC4148194,"These results suggest that VASP-E should prove a useful tool for the characterization of specific binding and the engineering of binding preferences in proteins.
",True,False,False
PMC4148194,"VASP-E was developed in ansi C/C++ using gcc (the Gnu Compiler Collection) version 4.4.7, on 64 bit linux-based computing platforms.
",True,False,False
PMC6105007,"The scPipe package is written in R and C++ and uses the Rcpp package [16, 17] to wrap the C++ code into R functions and the Rhtslib package [18] for BAM input/output.
",True,False,False
PMC3072343,"To demonstrate the utility and use of MicroSyn, we presented a case study of the evolution of miR167 gene family in Arabidopsis thaliana (Arabidopsis), Populus trichocarpa (Populus), Vitis vinifera (grape) and Oryza sativa (rice).
",True,False,False
PMC2581597,"The original images overlaid with the cell borders identified by PSICIC were manually verified to check for false positives.
",True,False,False
PMC4666669,"We also use Wham to identify biologically important structural variants in non-human data.
",True,False,False
PMC5891060,"As proof-of-principle, we applied Bamgineer to a single high-coverage (mean: 220X) exome sequence file from a blood sample to simulate copy number profiles of 3 exemplar tumors from each of 10 tumor types at 5 tumor cellularity levels (20–100%, 150 BAM files in total).
",True,False,False
PMC1274293,"We used SNPdetector for SNP discovery as part of the HapMap project [7].
",True,False,False
PMC1274293,"To compare the performance of SNPdetector with the other SNP detection programs, we reanalyzed a subset of ENCODE data (61 amplicons on Chromosome 18) using PolyPhred 5.0.2 and NovoSNP [17] (a new SNP detection software package).
",True,False,False
PMC5841829,"We demonstrate PhysiCell by simulating the impact of necrotic core biomechanics, 3-D geometry, and stochasticity on the dynamics of hanging drop tumor spheroids and ductal carcinoma in situ (DCIS) of the breast.
",True,False,False
PMC5841829,"We have tested PhysiCell on Windows through MinGW-w64, and on OSX and Linux via g++.
",True,False,False
PMC6049947,"We used COBRAme to reconstruct a condensed E. coli ME-model called iJL1678b-ME.
",True,False,False
PMC6049947,"COBRAme is written in Python and extends the widely used COBRApy software that only supports M-models [18].
",True,False,False
PMC2500018,"A random set of 50 leaves were scanned and analysed using ImageJ [20] and LAMINA.
",True,False,False
PMC2500018,"LAMINA uses the Java Advanced Imaging (JAI) package http://java.sun.com/javase/technologies/desktop/media/jai/ to support common image file formats, which is bundled with the installation and hence no additional installation should be required.
",True,False,False
PMC3445547,"We have tested FragIt on several artificial and naturally occurring proteins with patterns of fragmentation to make reasonable fragments both in terms of the involved chemistry and size.
",True,False,False
PMC3034234,"NeuroMap has been used on real LFP data recorded from embryonic mouse brainstem and spinal cord preparations.
",True,False,False
PMC4011881,"This program named ‘IHC Profiler’ has been embedded under the plugin menu of the ImageJ software.
",True,False,False
PMC3715403,"We demonstrate GEMINI's utility for exploring variation in personal genomes and family based genetic studies, and illustrate its ability to scale to studies involving thousands of human samples.
",True,False,False
PMC4154637,"Finally, we can also add an η variable that allows NRPSPredictor2 mismatches to be penalized exponentially as the number of mismatches increase:The default value in the Pep2Path software is η = 2.
",True,False,False
PMC3985171,"This example file runs on BEAST 2.1.0 with the MultiTypeTree package (http://compevol.github.io/MultiTypeTree/).
",True,False,False
PMC3504100,Stimuli were presented using the Cogent 2000 toolbox (http://www.vislab.ucl.ac.uk/cogent.php) for MATLAB (The Mathworks Inc.) on LCD-goggles (Resonance Technology Inc.).,True,False,False
PMC3834222,We used multiple imputation (Proc MI in SAS) to assign values for variables with missing data.,True,False,False
PMC5462373,"On average, the online survey took approximately 10–15 minutes to complete and data collected was downloaded from Questionpro in SPSS’s data file format. ",True,False,False
PMC5462373,"All data analyses were conducted using SAS 9.3.

",True,False,False
PMC4010396,"Statistical analyses were performed using SPSS for Windows software version 15.0 (SPSS Inc., Chicago, IL).

",True,False,False
PMC5673183,"All statistics were performed in STATA®/MP 13 software.

",True,False,False
PMC5001719,"All analyses were conducted using Stata version 13[41].

",True,False,False
PMC3862878,"To identify known miRNAs, we aligned all the small RNA reads to mature miRNAs and miRNA hairpins in miRBase13.0 with blast using an E-value threshold of 0.01. ",True,False,False
PMC5659773,"The statistical analysis was done with Stata 14.1 (Stata Corp LP, College station, Texas). ",True,False,False
PMC2989911,"All analyses were performed using Statview Software (SAS, Cary, NC), with significance set at p≤0.05.

",True,False,False
PMC5755759,The collected data were analyzed in IBM SPSS for Windows–version 19.,True,False,False
PMC5295697,Analyses were carried out using Stata version 12.,True,False,False
PMC6200203,"Moreover, to assess the statistical significance of the frequency of interactions won, we performed a binomial test using the GraphPad software (www.graphpad.com). ",True,False,False
PMC2645500,"Our survey results were analyzed using descriptive statistics, Pearson's chi2, Wilcoxon sign rank, and Kruskal-Wallis mean rank tests in STATA. ",True,False,False
PMC6354989,"Data analysis was conducted using SigmaPlot ver.12.3 (SYSTAT Software Inc., San Jose, CA, USA). ",True,False,False
PMC4794244,"All analyses were conducted using the STATA® package (Version 12, College Station, TX).

",True,False,False
PMC4575027,"[3] Analyses were performed using Stata 13.1 survey statistical methods that incorporated NHIS supplied probability weights, strata and primary sampling unit data. ",True,False,False
PMC3291560,"The influence of branch length and earthworm choices on earthworm times to choose was studied with a general linear model test with 2 factors (Minitab® v15.0, α = 5%). ",True,False,False
PMC3291560,"For group-joining assays in the circular arena, a chi-square test for independence (Minitab® v15.0, N = 46, df = 2, α = 5%) was used to compare the number of earthworms reaching the central region when different numbers of earthworms were presented there. ",True,False,False
PMC3291560,"A general linear model with 1 factor (Minitab® v15.0, α = 5%) was used to compare times to initial movement and times to trial completion (when earthworm reached the central region or the edge of the arena) when different numbers of earthworms were presented. ",True,False,False
PMC4211701,"We used the computer software, STATA 12.1 for all analyses.

",True,False,False
PMC3144874,The sound data obtained were analyzed using SAS Lab Pro (Avisoft).,True,False,False
PMC2295259,"The resulting mean values for the activated regions were entered in an ANOVA (SPSS 11.5) comparison of the different conditions and regions.

",True,False,False
PMC5526526,"Demographic, clinical, and laboratory data from the electronic medical record and study forms were de-identified, entered into an Excel spreadsheet, and exported into Stata v14 software (StataCorp, 2011, College Station, Texas) for analysis. ",True,False,False
PMC4889034,The data were prepared for analysis using Stata v13 [48] and the structural equation models were estimated using Mplus v7 [46].,True,False,False
PMC4031044,Intensity tables were exported to excel and (ΔF−F)/F calculated for each series of images.,True,False,False
PMC5384787,We used IBM SPSS 22.0 for the quantitative analysis.,True,False,False
PMC4558049,"Preprocessing and statistical analysis of the fMRI data was performed with SPM8 (Wellcome Department of Cognitive Neurology, London UK) software for MATLAB (Version R2010a, The MathWorks Inc., Natick, MA). ",True,False,False
PMC4342009,"Data analysis was performed using the Statistical Package for the Social Sciences (SPSS for Windows, version 19.0, SPSS Inc, Chicago, IL, USA) and included frequency distribution and association tests. ",True,False,False
PMC2656621,"Comb area, T and CORT concentrations were log-transformed and fitted to models using a normal error distribution (GLM or Mixed procedures; SAS, 2001). ",True,False,False
PMC2656621,"Comb area and T levels were measured prior to and after treatments, so we tested for treatment effects on changes over time using Generalized Linear Mixed Models (Mixed procedure in SAS). ",True,False,False
PMC3666983,"Using SPSS version 18, inter-rater agreement prior to discussion and consensus was calculated as κ = 0.71, indicating substantial agreement. ",True,False,False
PMC4675522,The univariate logistic regression analysis procedure in the complex samples add-on module in SPSS was used to test the differences between the male and female subjects on HIV stigma discrimination against PLWHA.,True,False,False
PMC3310436,Data extraction was managed in Microsoft Excel.,True,False,False
PMC3310436,Random effects meta-regressions were also performed in Stata using the package metareg [44].,True,False,False
PMC5754055,This 20% was selected with the statistical software SPSS.,True,False,False
PMC5685471,"All analyses were conducted using Stata version 14.

",True,False,False
PMC4814065,"Analyses were performed using Stata version 13.0 (Stata Corp, College Station, Texas). ",True,False,False
PMC5573293,"SPSS software (IBM SPSS statistics version 21) was used for statistical analyses.

",True,False,False
PMC6124718,"To allocate the participants into two groups (intervention/experimental and control), we used SPSS (IBM v. 23) random sampling software. ",True,False,False
PMC3371048,"We analyzed data using JMP® v.8.0 (SAS Institute Inc., Cary, NC), comparing males and females for all variables using a t-test and considered results significant if α≤0.05 [47]. ",True,False,False
PMC5407852,"Therefore, only the sex and month impacts were next compared, using two-way ANOVA and Tukey’s test (SAS Institute Version 9.13., 2002–2003 license 86636). ",True,False,False
PMC4765767,"All analyses were undertaken using the IBM SPSS 22 software.

",True,False,False
PMC4805189,We built a generalized linear mixed model (GLMM) using the GLIMMIX procedure [43] in SAS v9.3 to identify factors associated with the occurrence of groups.,True,False,False
PMC5158042,"We used the SAS system (version 9.3 SAS Institute Inc.) for statistical analysis.

",True,False,False
PMC3541387,"All regression analyses were performed using SPSS Statistics 19 [37] with a significance level at 0.05 and 95 percent confidence intervals.

",True,False,False
PMC4418829,"Recommendations, defined as strong declarative statements [27] that were actionable and applicable by a multidisciplinary intersectoral team of professionals in a comprehensive hospital-based elder abuse intervention, as determined by the research team, were collected in a separate excel table. ",True,False,False
PMC4965095,Data was analyzed by SPSS 16.,True,False,False
PMC4833352,"All analyses were performed using the STATA software (version11.2).

",True,False,False
PMC4963105,"Regression models were estimated using IBM SPSS Version 22.

",True,False,False
PMC4944962,"Statistical analyses were conducted by using SAS software, version 9.3 [PROC GENMOD, with options REPEATED, CORR = IND, and DIST = NORMAL; SAS Institute, Inc., Cary, NC]. ",True,False,False
PMC3167835,"Stata 11.1 was used for statistical analysis to calculate means, proportions and regressions. ",True,False,False
PMC5513437,The data were analyzed using statistical software STATA version 13 and statistical package for social science (SPSS) version 22.,True,False,False
PMC6226182,"SPSS version 19.0 (SPSS Inc., Chicago, Ill., USA) was used for statistical data analysis.

",True,False,False
PMC5570331,"The experiment was programmed with the Experiment Builder Software (version 1.10.1630; SR Research Ltd., Ottawa, Canada) and data processing and analysis was performed using the open-source statistical programming language R (www.r-project.org) and Matlab® R2011b (Mathworks, Inc., Natick, MA, USA). ",True,False,False
PMC5231401,"Areas under the curve were calculated using the trapezoid rule utilising Sigmaplot graphing software (SystatSoftwareInc., California, USA). ",True,False,False
PMC3558482,We analyzed the data using the statistical package for social sciences (SPSS 12).,True,False,False
PMC6114278,"We carried out all our analyses using Stata 12 [50].

",True,False,False
PMC2715862,"Data analysis was conducted using SigmaStat 3.5 and SPSS for Windows 11.5.

",True,False,False
PMC3679150,"Estimates and standard errors for long run effects, lagged short run effects and the instantaneous short run combined effect of same sex marriages contemporaneous with strong same sex unions were calculated using the delta method using the nlcom command in Stata.

",True,False,False
PMC4558093,All statistical analysis was conducted in Minitab 16 (Minitab Ltd).,True,False,False
PMC3071834,SPSS and SAS were both used to analyse the data.,True,False,False
PMC4762940,"Receipt of QAC data was acknowledged, entered into a password-protected Microsoft Access database, and cross-checked through Microsoft Excel.

",True,False,False
PMC3946292,SPSS for windows version 20.0 was used.,True,False,False
PMC5821381,"Quantitative data were analyzed using the Statistical Analysis System (SAS) (version 9.4, SAS Institute Inc.). ",True,False,False
PMC3237560,The SAS software was used for data analyses [70].,True,False,False
PMC5342319,"All statistical analyses used Stata v14 (StataCorp 2015) or R v3.2.2 (www.R-project.org).

",True,False,False
PMC4546275,"We used the AMOS extension to IBM SPSS (v. 21.0) for structural equation modeling in order to identify associations of AR CAG repeat number, ethnicity and age with the number of children, mediated through BPAQ aggression scores. ",True,False,False
PMC3151289,"Statistical tests were carried out using SPSS 16.0 (SPSS Inc., Chicago, IL) for Windows. ",True,False,False
PMC5706714,"Statistical analyses were conducted using SAS software, version 9.3 [PROC GENMOD, with options REPEATED, CORR = IND or AR, and DIST = NORMAL; SAS Institute, Inc., Cary, NC].

",True,False,False
PMC3469536,All the statistical analyses were carried out with IBM SPSS Statistics 19.,True,False,False
PMC4474638,"The models were estimated using MLwiN 2.25 software from within Stata 13 software, using the user-written subroutine 'runmlwin', and Markov Chain Monte Carlo (MCMC) methods [49].

",True,False,False
PMC5507544,"Analysis was then done by one researcher (SS) using MSOffice (Word and Excel, Microsoft Corp.) and NVivo (QSR International) software for qualitative data analysis.

",True,False,False
PMC5633173,"The x-y coordinates of the individual positions were extracted using the Ctrax software (Caltech Multiple Fly Tracker; version 0.3.12) and the associated FixErrors toolbox for MATLAB (v. 7.10.0 2010; MathWorks, Inc., Natick, MA, USA [34–35]; MATLAB v. 7.10.0). ",True,False,False
PMC3353911,"All analyses were conducted using Stata version 11 (StataCorp, College Station, Texas) and Excel version 2007 (Microsoft Corporation, Redmond, Washington). ",True,False,False
PMC3416787,"All statistical analyses were performed using SPSS 15.0.1 for Windows (SPSS Inc., Chicago, IL, USA, 2006). ",True,False,False
PMC4721672,"TST) were determined via mouse observation (climbing) or SPSS, and these values were removed and the N for the group was adjusted to reflect this. ",True,False,False
PMC4103818,"To create a set of control stimuli that retained acoustic correspondence, we synthesized nonvocal sounds by using Praat [44] and MATLAB (The MathWorks, Inc., Natick, MA, USA). ",True,False,False
PMC5479529,"We used the cp_apr function in the Matlab Tensor Toolbox [18].

",True,False,False
PMC6179202,Structural Equation Modeling (SEM) was conducted using Stata 15.0 to assess the interrelationship between variables associated with lifetime physical IPV.,True,False,False
PMC3310064,All analyses were performed with SAS software 8.2 (USA).,True,False,False
PMC4116118,"Statistical analysis was performed using SPSS version 19.0 (SPSS Inc., Illinois, USA) and the significance level was set at P<0.05. ",True,False,False
PMC3979676,"All of the analyses were performed using SAS (SAS Institute Inc., USA).

",True,False,False
PMC4683049,Statistical analyses were conducted using Stata 13.1 statistical software.,True,False,False
PMC6124705,”Analyses were performed in SPSS v23.0.,True,False,False
PMC3989186,GraphPad Prism 5.02 was used for statistical calculations.,True,False,False
PMC4692284,Data was analyzed using IBM SPSS Statistics 18.0.,True,False,False
PMC4833339,"Data analyses were conducted using the SPSS 16.0 software package (SPSS Inc. Chicago, USA). ",True,False,False
PMC3043001,"BCa confidence intervals were calculated using the statistical software SAS 9 and the %BOOT and %BOOTCI macros (http://support.sas.com/kb/24/982.html).

",True,False,False
PMC4734618,We used STATA version 11 for the statistical analyses.,True,False,False
PMC4335048,"All the statistical analyses were implemented with the statistical software SAS 9.2 [21].

",True,False,False
PMC5342221,"[27] STATA 13.0 was used for analysis in 2015, using the svy suite, given the sample design.

",True,False,False
PMC5937783,"Generalized Linear Mixed Models (GLMM) analyses were conducted, using IBM SPSS Statistics, Version 25, to examine the effects of tDCS on patients’ performance on social cognitive, neurocognitive, and EEG measures. ",True,False,False
PMC3338832,"All statistical modeling and analyses were conducted using PASW Statistics 18, Release Version 18.0.0 (SPSS, Inc., 2009, Chicago, IL, www.spss.com). ",True,False,False
PMC6338375,The data were analyzed using a mixed logistic regression model using PROC GLIMMIX in SAS 9.2 with Audience ID as a nested random effect within the random effect for Session.,True,False,False
PMC4599893,Data were inputted into a Microsoft Excel file after being anonymised.,True,False,False
PMC4019508,"Conventional statistical analysis was performed on the mean whole brain SampEn and H values of each subject in both groups using the Statistical Package for Social Sciences (SPSS 18.0; Chicago, IL, USA) software. ",True,False,False
PMC3724838,"The user-written ice commands [35]–[41] in Stata v11.2 (Stata Corp, TX, USA) were used to complete five imputations with ten cycles in each imputation. ",True,False,False
PMC4019483,"In order to analyse the relationships between ‘number of teeth’ and anthropometric measures, we categorised participants into five approximately equal sized groups (using xtile in stata) based on number of paired of teeth (teeth are known to erupt in pairs), both for clarity and to maximize statistical power. ",True,False,False
PMC3974764,All data were analyzed in SPSS using macros for meta-analysis [60].,True,False,False
PMC5513423,"As preference for future living arrangement was a non-ordered categorical variable, a multinomial regression model was performed using SPSS Version 20.0 (IBM SPSS, Armonk, NY, USA) to estimate the associations between various attributes and preferences for future living arrangements. ",True,False,False
PMC4877066,Scores were calculated using the “PCA” and “predict” commands in Stata.,True,False,False
PMC5951581,Analyses were performed with the statistical software SPSS v.21 and in all cases was established as statistically significant a p-value < 0.05.,True,False,False
PMC5549972,"All statistical analyses were performed using STATA version 12 (STATA Corp, College Station, TX). ",True,False,False
PMC3492364,"These integrated peak areas were calculated in Excel using the same spreadsheet of binned, edited, and normalized spectra described above. ",True,False,False
PMC5325587,"All quantified regions were analyzed by Multivariate Analysis of Variance (MANOVA) for main effects of genotype, competition dose, and genotype x dose interactions using IBM SPSS Statistics 22. ",True,False,False
PMC5737892,"All statistical analyses were conducted using SAS 9.3 software package (SAS Institute, Cary, NC, USA).

",True,False,False
PMC5590823,Mean changes across the follow-up time points were analyzed using descriptive statistics in SPSS [34].,True,False,False
PMC5895061,"Cases were extracted from the transcripts with the help of qualitative data analysis software, MaxQDA (version 12), and coded using framework analysis. ",True,False,False
PMC6326457,Analyses were conducted using SPSS v21.0.,True,False,False
PMC4744078,"Recurring topics were explored more in depth by revisiting the original transcripts and grouping relevant quotes in Microsoft Excel.

",True,False,False
PMC3356250,All results reported are two-tailed and were performed with SPSS version 16.0.,True,False,False
PMC4454696,"Data were analyzed using Statistical Parametric Mapping 5 (SPM5, Wellcome Department of Cognitive Neurology, London, UK) software implemented in Matlab 7.8 (Mathworks, Sherborn, MA, USA). ",True,False,False
PMC3828322,"We also used STATA 10.0 to calculate the equilibrium and Deff.

",True,False,False
PMC6261591,SPSS (version 24) was also used to analyse response times with repeated measures analysis of variance (ANOVA).,True,False,False
PMC3749220,"To evaluate whether the eight items formed a one-dimensional homogenous scale we performed Mokken Scale analysis for polytomous items [34], using the STATA 12.1 command MSP [35]. ",True,False,False
PMC3178585,All computations were done using SAS V9.2.,True,False,False
PMC3490915,"All statistical analyses were carried out using GraphPad Prism version 5.04 for Windows, GraphPad Software, San Diego, CA, www.graphpad.com.

",True,False,False
PMC5841764,The newey-west regression and robust regression in the Stata were used to correct the autocorrelation and heteroskedasticity.,True,False,False
PMC6023202,The statistics software SPSS 24 was used to perform descriptive data analysis in each sample (male and female) separately.,True,False,False
PMC4514736,"LCGM was performed in STATA (version 12.1, College Station, TX) using the traj procedure [24]. ",True,False,False
PMC4868318,"All statistical analyses were performed using the SAS software version 9.4 (SAS Institute, Cary, NC, USA).

",True,False,False
PMC4102590,"All analyses (except repeatability calculations) were run using JMP 9 (SAS Institute, Cary, NC) and we analyzed residuals to assess violation of ANOVA assumptions.

",True,False,False
PMC5161328,"These data were analysed using SPSS (version 21) for Windows.

",True,False,False
PMC5391050,"Data were analyzed using GraphPad Prism version 6.0f for Mac OS X, (GraphPad Software, La Jolla California USA, www.graphpad.com). ",True,False,False
PMC3482197,"Wilcoxon rank-sum tests were undertaken in Stata 11.

",True,False,False
PMC3923838,"Data analysis was conducted with the SPSS-15 statistical software package.

",True,False,False
PMC3581567,"All analyses were performed using the Statistical Package for Social Sciences software program, version 16 (SPSS, Inc., Chicago, IL, USA).

",True,False,False
PMC5703533,"All statistical analyses were performed using STATA® version 10.0 and R Studio version 3.2.2 for Macintosh®.

",True,False,False
PMC2799661,The simulations were run in Excel from Microsoft Office.,True,False,False
PMC4501692,"SPSS software, version 18.0 (SPSS Inc., Chicago, IL, USA) was used for all analyses.

",True,False,False
PMC5755789,"Statistical analyzes were performed using the STATA version 13 application (StataCorp, College Station, Texas, USA) and the thematic maps were constructed using the QGIS software version 2.12.3 (OSGeo, Beaverton, OR, USA). ",True,False,False
PMC5381894,"Both weighting factors and clusters were included into the SPSS Complex samples plan file to estimate population proportions and 95% confidence intervals (CI) of socio-demographic characteristic, migration factors, sexual behavior and sexual health. ",True,False,False
PMC5019395,"Data were entered, cleaned and analyzed using SPSS version 16. ",True,False,False
PMC3022014,"All analyses were done using SPSS Software for Windows (v. 15 IBM, Chicago, IL, USA,) and graphs were drawn using Sigma plot for Windows (v. 8.02. Systat Software Inc., San Jose, CA, U.S.A.).",True,False,False
PMC2808254,"All statistical analyses were performed using the statistical package SAS, version 9.1 (SAS Institute, Inc., Cary, North Carolina). ",True,False,False
PMC5462428,"Statistical analysis was performed using SAS 9.3 (SAS Institute, Cary NC).

",True,False,False
PMC6023132,"Data were analysed using STATA 12.0 (Stata Corp, College Station, TX, USA). ",True,False,False
PMC5805321,"All statistical analyses were performed using STATA 14.0.

",True,False,False
PMC4900553,"Descriptive statistics of the outcome measure, psychological distress, and the percentage distribution of the variables in the sample were calculated using SPSS Complex Samples, weighting for gender, age and city district. ",True,False,False
PMC4900553,All analyses were performed in SPSS 19.,True,False,False
