id,sentence,used,created,mention,context
PMC3566204,"All loci were collected as an EXCEL file, and then converted into the computable files using convert [61]. ",True,False,False,"All loci were collected as an EXCEL file, and then converted into the computable files using convert [61].  We used Arlequin v.3.11 to check if the microsatellite data departed from Hardy-Weinberg expectations."
PMC3566204,"The total number of alleles (NA), allelic richness (R), gene diversity (GD) and allele frequencies were calculated in Fstat v.2.9.3.2 [63]. ",True,False,False,"Tests for linkage disequilibrium were checked by using the GenePop v.4.0. The total number of alleles (NA), allelic richness (R), gene diversity (GD) and allele frequencies were calculated in Fstat v.2.9.3.2 [63]. "
PMC3566204,"The mode-shift test implemented in Bottleneck [65] was also run.

",True,False,False,"We used the Wilcoxon signed-rank test because this test was proven to be more powerful when less than 20 loci are used. The mode-shift test implemented in Bottleneck [65] was also run.

"
PMC3566204,"First, we assessed population structure by using pairwise FST values calculated in Arlequin v.3.11 and the Bayesian clustering approach implemented in Structure v.2.3.3 [66], [67], [68]. ",True,False,False,"First, we assessed population structure by using pairwise FST values calculated in Arlequin v.3.11 and the Bayesian clustering approach implemented in Structure v.2.3.3 [66], [67], [68].  For analyses using Structure, the admixture model with correlated allele frequencies was chosen and the number of genetic groups K was set from 1 to 8."
PMC3566204,"Because spatially explicit Bayesian clustering methods can be powerful when inferring genetic structure [69], [70], particularly at low levels of differentiation [71], [72], we used Geneland v.4.0.3 [72], [73], [74] to search for structure in the rhesus macaque. ",True,False,False,"Plots of the mean value of the log posterior probability of the data [mean of lnP(D)] were examined to check the maximum lnP(D) value. Because spatially explicit Bayesian clustering methods can be powerful when inferring genetic structure [69], [70], particularly at low levels of differentiation [71], [72], we used Geneland v.4.0.3 [72], [73], [74] to search for structure in the rhesus macaque.  We specified a Kmax of 8, used the correlated allele frequency model, and allowed for the presence of null alleles."
PMC3566204,"We also used the maximum likelihood and Bayesian inference [75], [76], [77] algorithms in migrate v.3.3.2 [78] to estimate test the null hypothesis of unbiased, equal rates of migration rates and equal effective population sizes between the two largest haplogroups resolved in the haplotype network. ",True,False,False,"We also used the maximum likelihood and Bayesian inference [75], [76], [77] algorithms in migrate v.3.3.2 [78] to estimate test the null hypothesis of unbiased, equal rates of migration rates and equal effective population sizes between the two largest haplogroups resolved in the haplotype network.  We chose the single-step model in the analysis."
PMC6239323,"Vitreous chamber depth was calculated in Excel (Microsoft Excel 2013, Microsoft Corporation, Redmond, WA, USA) by subtracting the corneal thickness, anterior chamber depth and lens thickness from the axial length. ",True,False,False,"Vitreous chamber depth was calculated in Excel (Microsoft Excel 2013, Microsoft Corporation, Redmond, WA, USA) by subtracting the corneal thickness, anterior chamber depth and lens thickness from the axial length.  The normally distributed differences between treated and control eyes were compared with one-way ANOVA."
PMC5706721,"We confirmed recording locations by listening for characteristic sounds of white and gray matter during recording, which in all cases matched the loci indicated by the Brainsight system.

",True,False,False,"Neuroimaging was performed at the Rochester Center for Brain Imaging on a Siemens 3T MAGNETOM Trio Tim using 0.5-mm voxels. We confirmed recording locations by listening for characteristic sounds of white and gray matter during recording, which in all cases matched the loci indicated by the Brainsight system.

"
PMC5576674,"All the analyses were performed using the Stata 13 statistical program (Stata Corporation, College Station, TX, USA).

",True,False,False,"The chi-square goodness-of-fit test was performed and the multiple correlation coefficient was estimated to validate the final model. All the analyses were performed using the Stata 13 statistical program (Stata Corporation, College Station, TX, USA).

"
PMC3977835,"The Species Distribution Modeling (hereafter SDM) for jaguar occurrence in Caatinga biome was generated by the maximum entropy algorithm, as implemented in Maxent software 3.3.3e [31] [32]. ",True,False,False,"The Species Distribution Modeling (hereafter SDM) for jaguar occurrence in Caatinga biome was generated by the maximum entropy algorithm, as implemented in Maxent software 3.3.3e [31] [32].  Maxent is a recently introduced modeling technique, achieving high predictive accuracy and enjoying several additional attractive properties."
PMC3977835,"Then, we used the percent volume contour (i.e., raster layer representing a probability density distribution) from Kernel tools in Hawth's analysis tools for ArcGis [46] to delimit these areas, which we named as Priority Jaguar Conservation Units (PJCUs) (i.e., continuous areas of high suitability for jaguar occurrence).

",True,False,False,"From the SDM, we selected areas equal to or higher than the median suitability value of 0.595, which represents areas of high suitability for jaguar occurrence. Then, we used the percent volume contour (i.e., raster layer representing a probability density distribution) from Kernel tools in Hawth's analysis tools for ArcGis [46] to delimit these areas, which we named as Priority Jaguar Conservation Units (PJCUs) (i.e., continuous areas of high suitability for jaguar occurrence).

"
PMC3977835,"Following the procedures proposed by Rabinowitz and Zeller [19], we used the Cost-Distance function (Spatial Analyst, ArcGis 9.3) to delineate movement cost grids for each PJCU. ",True,False,False,"Cost values for elevation, the variable that contributed substantially to the SDM, were attributed based on the marginal response curve provided by the SDM (Figure 2). Following the procedures proposed by Rabinowitz and Zeller [19], we used the Cost-Distance function (Spatial Analyst, ArcGis 9.3) to delineate movement cost grids for each PJCU.  After, we used the cost-distance grids as inputs for the Corridor function in Spatial Analyst for all proximate pairs of PJCUs, resulting in least-cost corridors among each pair."
PMC3977835,"After, we used the cost-distance grids as inputs for the Corridor function in Spatial Analyst for all proximate pairs of PJCUs, resulting in least-cost corridors among each pair. ",True,False,False,"Following the procedures proposed by Rabinowitz and Zeller, we used the Cost-Distance function (Spatial Analyst, ArcGis 9.3) to delineate movement cost grids for each PJCU. After, we used the cost-distance grids as inputs for the Corridor function in Spatial Analyst for all proximate pairs of PJCUs, resulting in least-cost corridors among each pair.  Then, we used the minimum mosaic method, combining all overlapping corridors to generate the final least-cost corridor model."
PMC4390308,"Using the Twitter application programming interface [44], we retrieved, depending on the date, 1% to 15% of public tweets from 19 November 2009, the first day that tweet coordinates were provided, to 20 December 2012. ",True,False,False,"Using the Twitter application programming interface [44], we retrieved, depending on the date, 1% to 15% of public tweets from 19 November 2009, the first day that tweet coordinates were provided, to 20 December 2012.  Due to data collection issues, there were missing days in the collection period but only days that were complete were considered in the data analysis, resulting in 839 days analysed."
PMC3177840,"Photomicrographs were collected with a Photometrics CoolSNAP camera and Improvision Openlab software.

",True,False,False,"Imaging of slides was performed using a Zeiss Axioplan microscope equipped with DIC optics. Photomicrographs were collected with a Photometrics CoolSNAP camera and Improvision Openlab software.

"
PMC3177840,"The concentration of compounds was determined using Chromeleon software.

",True,False,False,"The mobile phase was delivered at a flow rate of 1.5 ml/min, and the column temperature was set at 40 C. Applied standards (dopamine, L-DOPA) were dissolved in 0.1 M perchlorate for chromatography. The concentration of compounds was determined using Chromeleon software.

"
PMC4111290,"All the calls were normalized by matching the maximum values of the sound pressure waveforms using Goldwave (version 5.57), prior to the propagation experiments. ",True,False,False,"During the recording, conditions of temperature, food and water availability were the same as in the aviary. All the calls were normalized by matching the maximum values of the sound pressure waveforms using Goldwave (version 5.57), prior to the propagation experiments.  The frequency power spectra of wild and domesticated zebra finches were similar: we did not observe any consistent differences that could have been due to our use of different recordings methods or to different vocal outputs of the two populations."
PMC3968121,"A validated algorithm [14] was used to automatically classify 1-min actigraphy epochs into active wake, sleep, or waking rest (Respironics Actiware, Version 5.59.0015, standard settings). ",True,False,False,"In the Mars 520-day study actigraphs recorded one activity and one illuminance value per minute. A validated algorithm [14] was used to automatically classify 1-min actigraphy epochs into active wake, sleep, or waking rest (Respironics Actiware, Version 5.59.0015, standard settings).  In cases of obvious misclassification, the automatic scoring was corrected manually (less than 2.8% of the automatic scoring was corrected this way)."
PMC3968121,"To analyze time in mission effects, mixed model ANOVAs (Proc Mixed, SAS Version 9.3, SAS Institute Inc., Cary, NC) with a random intercept for crewmembers and unstructured covariance were performed with mission quarter (MQ) as the only explanatory variable (MQ1, days 1–130; MQ2, days 131–260; MQ3, days 261–390; MQ4, days 391–520) and with the scores from the mood scales (BDI-II and POMS-SF) and visual analog scales as outcome variables. ",True,False,False,"To analyze time in mission effects, mixed model ANOVAs (Proc Mixed, SAS Version 9.3, SAS Institute Inc., Cary, NC) with a random intercept for crewmembers and unstructured covariance were performed with mission quarter (MQ) as the only explanatory variable (MQ1, days 1–130; MQ2, days 131–260; MQ3, days 261–390; MQ4, days 391–520) and with the scores from the mood scales (BDI-II and POMS-SF) and visual analog scales as outcome variables.  Although we could have justified many different hypotheses relative to time in mission (e.g., steadily increasing or decreasing effects, third quarter effect), we chose to keep our hypothesis as generic as possible (null hypothesis: no difference between mission quarters)."
PMC3968121,"To investigate individual differences between crewmembers, ANOVAs (Proc Mixed in SAS) were performed with crewmember as the only explanatory variable and with the scores from the mood scales (BDI-II and POMS-SF) and visual analog scales as outcome variables. ",True,False,False,"To investigate individual differences between crewmembers, ANOVAs (Proc Mixed in SAS) were performed with crewmember as the only explanatory variable and with the scores from the mood scales (BDI-II and POMS-SF) and visual analog scales as outcome variables.  Again, models with visual analog scale variables sampled twice daily were also controlled for administration time (morning or evening)."
PMC3029269,"All analyses were performed using “Statview 4.5” statistic software (SAS Institute Inc., Cary, USA).

",True,False,False,"Data are presented as means+-SEM. All analyses were performed using “Statview 4.5” statistic software (SAS Institute Inc., Cary, USA).

"
PMC4546620,"For each single imputation data set, we then performed logistic regression models for the previously selected covariates and combined the results via the SAS procedure MIANALYZE. ",True,False,False,"For each single imputation data set, we then performed logistic regression models for the previously selected covariates and combined the results via the SAS procedure MIANALYZE.  This logistic regression model was used for confirmatory analyses."
PMC4546620,"Statistical analysis was performed with the Statistical Package for the Social Sciences (SPSS, Chicago, IL, USA, version 21.0) and SAS 9.2 for Windows 9.2 TS Level 1M0 (SAS Institute Inc. Cary, NC, USA).

",True,False,False,"Statistical analysis was performed with the Statistical Package for the Social Sciences (SPSS, Chicago, IL, USA, version 21.0) and SAS 9.2 for Windows 9.2 TS Level 1M0 (SAS Institute Inc. Cary, NC, USA).

 Cary, NC, USA)."
PMC5774789,"All analyses were conducted using SAS version 9.4 (SAS Institute Inc., Cary, NC). ",True,False,False,"All analyses were conducted using SAS version 9.4 (SAS Institute Inc., Cary, NC).  P-values <0.05 were considered statistically significant."
PMC6062014,"To quantify the evidence in support of the null hypothesis in these two comparisons, we computed the corresponding Bayes factors (using JASP 0.7.5.6; www.jasp-stats.org). ",True,False,False,"Paired t-tests were used to determine if the agreement with patients' importance weights differed significantly between urologists and architects. To quantify the evidence in support of the null hypothesis in these two comparisons, we computed the corresponding Bayes factors (using JASP 0.7.5.6; www.jasp-stats.org).  We also converted participants' judgements into ranks and, for each attribute, determined by means of a binomial test whether urologists' and architects' ranks in agreement with patients' ranks significantly exceeded those in disagreement."
PMC3420877,"Data (n = 5) from the dose-response experiments (Fig. 2) with celecoxib were fitted to sigmoidal dose-response curves and EC50 values for celecoxib were calculated by nonlinear regression analysis using Prism GraphPad software.

",True,False,False,"Data (n = 5) in column graphs (Fig. 1) from the cell proliferation and cell migration assays in the presence and absence of chronic epinephrine treatment were assessed by one-way analysis of variance followed by Dunn's multiple comparison test. Data (n = 5) from the dose-response experiments (Fig. 2) with celecoxib were fitted to sigmoidal dose-response curves and EC50 values for celecoxib were calculated by nonlinear regression analysis using Prism GraphPad software.

"
PMC4557994,"First the T1 image is segmented into a set of regions using FreeSurfer [17], after which structural and functional connectivity maps are extracted. ",True,False,False,"Each subject requires a DWI, fMRI and structural T1-weighted image. First the T1 image is segmented into a set of regions using FreeSurfer [17], after which structural and functional connectivity maps are extracted.  The connectivity maps of each subject are compared uni- and bi-modally for their utility in group-wise analysis as well as identification of connections that contribute to group differences and similarities."
PMC4557994,"Cortical reconstruction and volumetric segmentation of each subject’s T1 image to produce an ROI atlas was performed using the FreeSurfer image analysis suite [17], available online at http://surfer.nmr.mgh.harvard.edu. ",True,False,False,"Cortical reconstruction and volumetric segmentation of each subject’s T1 image to produce an ROI atlas was performed using the FreeSurfer image analysis suite [17], available online at http://surfer.nmr.mgh.harvard.edu.  The atlas was registered with 12 degrees of freedom to both the DWI's b0 image and a mean fMRI, also using FSL's FLIRT algorithm."
PMC4557994,"The atlas was registered with 12 degrees of freedom to both the DWI’s b0 image and a mean fMRI, also using FSL’s FLIRT algorithm.

",True,False,False,"Cortical reconstruction and volumetric segmentation of each subject's T1 image to produce an ROI atlas was performed using the FreeSurfer image analysis suite, available online at http://surfer.nmr.mgh.harvard.edu. The atlas was registered with 12 degrees of freedom to both the DWI’s b0 image and a mean fMRI, also using FSL’s FLIRT algorithm.

"
PMC4557994,"All three images (DWI, FA and MD) were masked using a mask generated from the registered FreeSurfer image, including cortex, white matter and subcortical regions. ",True,False,False,"FA and mean diffusivity (MD) images were generated from the skull-stripped DWI using DTIFit. All three images (DWI, FA and MD) were masked using a mask generated from the registered FreeSurfer image, including cortex, white matter and subcortical regions. "
PMC4557994,"Therefore, the SAMSCo networks were symmetrized by choosing the minimum of the two costs (and corresponding DFA values) to represent the edge between each pair of regions. ",True,False,False,"SAMSCo produces two values per connection, one from the seed to target region and the other from the target to seed region. Therefore, the SAMSCo networks were symmetrized by choosing the minimum of the two costs (and corresponding DFA values) to represent the edge between each pair of regions.  It is important to note that SAMSCo is a less traditional choice of structural connectivity measure, an aspect which is discussed in more detail in the ""Image preprocessing and network generation"" subsection of the Discussion section."
PMC4557994,"Preprocessing of the fMRI's was accomplished using ANFI and FSL tools [18,19]. ",True,False,False,"Preprocessing of the fMRI's was accomplished using ANFI and FSL tools [18,19].  The fMRI images were slice-timing and motion-corrected, both using AFNI tools."
PMC4557994,"The fMRI images were slice-timing and motion-corrected, both using AFNI tools. ",True,False,False,"Preprocessing of the fMRI's was accomplished using ANFI and FSL tools. The fMRI images were slice-timing and motion-corrected, both using AFNI tools.  The first four TRs were removed to allow for equilibration and a temporal 0.01Hz high pass filter was applied to remove low frequency signals."
PMC4557994,"Rather, the FreeSurfer ROIs were registered to the fMRI image for each subject separately, and then used to define connectivity. ",True,False,False,"In this study, spatial normalization was not performed. Rather, the FreeSurfer ROIs were registered to the fMRI image for each subject separately, and then used to define connectivity.  This reduced the effects of structural variability."
PMC4557994,"After registration of the FreeSurfer segmentation to the diffusion image space, which required up-sampling of the data, two regions of one subject in the RSS study did not have any voxels remaining. ",True,False,False,"The cerebellum was excluded in the RSS sample because it was only partially scanned. After registration of the FreeSurfer segmentation to the diffusion image space, which required up-sampling of the data, two regions of one subject in the RSS study did not have any voxels remaining.  Regional statistical tests involving these regions were computed by substituting group means for the missing values."
PMC4557994,"In the RSS data, after registration and down-sampling of the FreeSurfer atlas to the fMRI-space, in two regions of one subject no voxels survived the down-sampling (the left entorhinal cortex and the right temporal pole). ",True,False,False,"In the RSS data, after registration and down-sampling of the FreeSurfer atlas to the fMRI-space, in two regions of one subject no voxels survived the down-sampling (the left entorhinal cortex and the right temporal pole).  All analyses did not include the missing values."
PMC4557994,"Only subjects who had DWI, fMRI and pre-computed FreeSurfer segmentations were included. ",True,False,False,"Exclusion criteria included an intelligence quotient less than 70, a history of significant head injury and a contraindication for MRI scanning. Only subjects who had DWI, fMRI and pre-computed FreeSurfer segmentations were included.  Parental socio-economic status (P-SES) was defined by the Hollingshead-Redlich scale, in which a score of one defines the highest status and five defines the lowest."
PMC4376384,"The software package Psychtoolbox-3 (www.psychtoolbox.org) running on MATLAB 7.1 (MathWorks Inc., United States) was used for stimulus presentation and response acquisition. ",True,False,False,"Incorrect answers were also followed by an electric shock. The software package Psychtoolbox-3 (www.psychtoolbox.org) running on MATLAB 7.1 (MathWorks Inc., United States) was used for stimulus presentation and response acquisition. "
PMC4376384,"We used a 16-channel bioamplifier (Nexus-16; Mind Media B.V., the Netherlands) and the corresponding recording software Biotrace (Mind Media B.V.) to record electrodermal responses. ",True,False,False,"We used a 16-channel bioamplifier (Nexus-16; Mind Media B.V., the Netherlands) and the corresponding recording software Biotrace (Mind Media B.V.) to record electrodermal responses.  Unfiltered SC data were acquired using a customer-specific SC sensor."
PMC3498108,"Functional MRI data were pre-processed and analyzed using Statistical Parametric Mapping SPM8 (Wellcome Department of Cognitive Neurology, London) software implemented in MATLAB 7.8 (Mathworks Inc., Sherbom, MA). ",True,False,False,"Functional MRI data were pre-processed and analyzed using Statistical Parametric Mapping SPM8 (Wellcome Department of Cognitive Neurology, London) software implemented in MATLAB 7.8 (Mathworks Inc., Sherbom, MA).  The first five functional volumes in the acquisition were discarded to avoid transient spin saturation effects."
PMC3498108,"This peak value was selected, unless identified outside of the brain structure of interest upon visual inspection of the individual normalized anatomical T1 image and verification of localization in SPM toolbox Anatomy atlas [51], in which case the maximum value that fitted the anatomical location was selected. ",True,False,False,"For each subject and each COI, the N2 vs. N0 contrast effect (corresponding to the summary statistic images entered in the RFX analysis) was computed at the individual level and the local maximum of activation determined in a small spherical volume in a 6 mm radius around the COI. This peak value was selected, unless identified outside of the brain structure of interest upon visual inspection of the individual normalized anatomical T1 image and verification of localization in SPM toolbox Anatomy atlas [51], in which case the maximum value that fitted the anatomical location was selected.  A new linear model was then generated at the individual level, using three regressors."
PMC4873040,"We then combined the two parallel image stacks into a single dataset with ZEN image-processing software, using the overlapping region to align the two stacks.

",True,False,False,"To overcome the limited field of view, the brain samples were imaged twice, one for each hemisphere, with an overlap in between. We then combined the two parallel image stacks into a single dataset with ZEN image-processing software, using the overlapping region to align the two stacks.

"
PMC4254512,"(Sightlines DxCG Risk Solutions V 3.0, Verisk Health Inc) ",True,False,False,"This analysis focuses on the 181,764 beneficiaries who were consistently eligible for benefits over at least 22 months in 2009 and 2010, who also received DCG codes. (Sightlines DxCG Risk Solutions V 3.0, Verisk Health Inc) "
PMC5435321,"Statistical analyses were performed with IBM SPSS 23.0 Statistics for Windows (SPSS Inc., Chicago, IL, USA) or GraphPad Software. ",True,False,False,"Statistical analyses were performed with IBM SPSS 23.0 Statistics for Windows (SPSS Inc., Chicago, IL, USA) or GraphPad Software.  Categorical variables were expressed as proportions (%) and continuous variables were expressed as a mean (standard deviation (SD))."
PMC4839625,"Data were entered in EpiData version 3.1 (""The EpiData Association"" Odense, Denmark) and exported to STATA version 12 (StataCorp, College Station, Texas 77845 USA) for analysis. ",True,False,False,"Data were entered in EpiData version 3.1 (""The EpiData Association"" Odense, Denmark) and exported to STATA version 12 (StataCorp, College Station, Texas 77845 USA) for analysis.  Analysis was by intention-to-treat whereby participants were kept in the groups in which they were randomised and final analysis excluded those with 'missing of data' about outcomes of interest (lost to follow up, had abortions)."
PMC4839625,"Odds Ratios were calculated using random effects, employing the xtmelogit command in STATA because our outcomes were of binary nature.

",True,False,False,"Since individuals within a cluster are likely to be correlated we used cluster level analysis to cater for intra-cluster correlation. Odds Ratios were calculated using random effects, employing the xtmelogit command in STATA because our outcomes were of binary nature.

"
PMC3699512,"Using ArcGIS (version 10.0, Environmental Systems Research Institute, Redlands, California), we created a uniform pattern of sample points with a distance of 4 km apart for both study areas. ",True,False,False,"To verify if presence of coyotes was greater in areas with free water (hereafter wet) compared to areas without (hereafter dry), we first established wet and dry areas in both study areas. Using ArcGIS (version 10.0, Environmental Systems Research Institute, Redlands, California), we created a uniform pattern of sample points with a distance of 4 km apart for both study areas.  Each of these sample points was buffered with a 2.6 km radius based on the square root of a home range for coyotes inhabiting a semi-arid environment similar to our study areas."
PMC3699512,"To determine which water sources to sample for a given period, we generated random points within each study area using ArcMap. ",True,False,False,"We randomly sampled water sources with cameras at both study areas for approximately two-week periods for a total of 78 weeks. To determine which water sources to sample for a given period, we generated random points within each study area using ArcMap.  We then identified the nearest water source to a random point and camera-sampled as many water sources as possible (in 2010, we used six cameras in each study area for sampling compared to 15 cameras in 2011-2012)."
PMC3896435,"This display was generated using the Presentation software package (Version 16, Neurobehavioral Systems Inc., Albany, CA, USA), and was projected onto a mirror mounted in the scanner in front of the participant’s head. ",True,False,False,"During task blocks participants were guided by a visual metronome that consisted of a flickering 'R' on the right side (indicating right index finger pace) and a flickering 'L' on the left side (indicating left index finger pace). This display was generated using the Presentation software package (Version 16, Neurobehavioral Systems Inc., Albany, CA, USA), and was projected onto a mirror mounted in the scanner in front of the participant’s head.  During the task blocks of a localization run (11 min) participants were instructed to tap at a medium speed of 2 Hz with their left index finger or their right index finger only."
PMC3896435,"All finger movements during tapping were recorded using a button box, and the software Presentation. ",True,False,False,"Eight repetitions per condition were implemented for each participant (total of 128 task blocks), with the order being counterbalanced across the session. All finger movements during tapping were recorded using a button box, and the software Presentation.  The imaging session concluded with the acquisition of the anatomical images."
PMC3896435,"The behavioral data were analyzed using custom code in MATLAB (R2010a; The MATHWORKS Inc., Natick, MA, USA) and SPSS Statistics (PASW Statistics 18; IBM Corporation, Armonk, NY, USA). ",True,False,False,"The behavioral data were analyzed using custom code in MATLAB (R2010a; The MATHWORKS Inc., Natick, MA, USA) and SPSS Statistics (PASW Statistics 18; IBM Corporation, Armonk, NY, USA).  As the participants' instruction was to perform the required order of the left and right button presses as accurately as possible, the following types of errors were defined: a) unimanual tapping: a button press with the opposite index finger, b) bimanual synchronous and bimanual unbalanced tapping: a button press that was delayed more than 100 ms in reference to the button press of the opposite index finger, c) bimanual alternating tapping: each additional consecutive button press."
PMC3896435,"Functional and anatomical images were pre-processed and analyzed using BrainVoyager QX (Version 2.3, Brain Innovation B.V., Maastricht, The Netherlands), custom code in MATLAB, and SPSS Statistics. ",True,False,False,"Functional and anatomical images were pre-processed and analyzed using BrainVoyager QX (Version 2.3, Brain Innovation B.V., Maastricht, The Netherlands), custom code in MATLAB, and SPSS Statistics.  The first five volumes of each functional run were discarded due to T1 saturation effects."
PMC3701628,"SMI software (Experiment Center™ and iView X™) were used to collect and record calibration, present the stimuli, and record gaze data. ",True,False,False,"Infants were seated in a safety car seat and adults were seated on a chair. SMI software (Experiment Center™ and iView X™) were used to collect and record calibration, present the stimuli, and record gaze data.  At the beginning of the experiment, the infant's attention was drawn to the monitor by presenting an attractive cartoon video."
PMC6061979,"The simulation environment used for this model is NEURON [25], employed widely for realistic modelling of excitable cells at both individual and network level in computationally efficient ways. ",True,False,False,"The simulation environment used for this model is NEURON [25], employed widely for realistic modelling of excitable cells at both individual and network level in computationally efficient ways.  This flexible and powerful simulator creates a virtual platform to simulate a diverse range of electrophysiological activities."
PMC4256288,"Cells were acquired using a FACSCalibur (BD Biosciences) and analysed using FlowJo Software.

",True,False,False,"Cells were then surface stained, fixed and permeabilised with Cytofix/Cytoperm Plus for 20 min at 4 C before intracellular cytokine staining using IL-13 PE (Clone JES10-5A2) or IFNgamma-APC (Clone XMG1.2) or isotype controls (all BD Biosciences). Cells were acquired using a FACSCalibur (BD Biosciences) and analysed using FlowJo Software.

"
PMC4161331,"All estimations were performed by MLwiN within STATA 12 MP (Stata, Corp.) and MLWiN 2.26 through runmlwin procedure [30]. ",True,False,False,"All estimations were performed by MLwiN within STATA 12 MP (Stata, Corp.) and MLWiN 2.26 through runmlwin procedure [30].  Our computations were based on chains of length 50 000 iterations after a burn-in of 5000."
PMC3603876,"Primers for clock genes Per1, Per2 and Rev-erbα, were designed using Primer3 software (sequences in Table S1). ",True,False,False,"In all rat tissues, clock gene expression was assessed using SYBR Green quantitative PCR (qPCR) (Life Technologies, 7500 Real-Time PCR System). Primers for clock genes Per1, Per2 and Rev-erbα, were designed using Primer3 software (sequences in Table S1).  The control primers tested were Histone H1, HPRT (hypoxanthine-guanine phosphoribosyl transferase), GAPDH (glyceraldehyde-3-phosphate), Ubi (ubiquitin), and Tbp (TATA box binding protein) (sequences in Table S1)."
PMC3603876,"From a set of 5 genes (B2M; beta-2-microglobin, PPiA; peptidylprolyl isomerase A, TBP; TATA-binding protein, RPLPO; large ribosomal protein, GAPDH; glyceraldehyde-3-phosphate dehydrogenase, ACTB; beta-actin), the most stable control genes over both time and treatment were determined using GeNorm as described above: B2M (H200984230_m1) and PPiA (Hs04194521_s1). ",True,False,False,"In the human HepG2 cell line, mRNA expression was assessed with quantitative PCR using TaqMan probes (Life Technologies) as outlined by the manufacturer. From a set of 5 genes (B2M; beta-2-microglobin, PPiA; peptidylprolyl isomerase A, TBP; TATA-binding protein, RPLPO; large ribosomal protein, GAPDH; glyceraldehyde-3-phosphate dehydrogenase, ACTB; beta-actin), the most stable control genes over both time and treatment were determined using GeNorm as described above: B2M (H200984230_m1) and PPiA (Hs04194521_s1).  For clock gene expression, the following probe sets were used: Per1 (H200242988_m1), Per2 (Hs00256143_m1), Rev-erbalpha (Hs00253876_m1), Serum amyloid A2 (Hs00605928_g1) and Haptoglobin (Hs01667582_m1)."
PMC2952602,"The data, obtained in duplicates, were analyzed using the iQ5 Optical system software, version 2.0 (Bio-Rad).

",True,False,False,"PCR conditions were as follows: 95 C, 3 m; (95 C, 10 s; 58 C, 30 s; 68 C, 50 s)x40 for mRNA1 and Exon 2 expression; 95 C, 3 m; (95 C, 10 s; 60 C, 30 s; 72 C, 50 s)x40 for mRNA2 and 95 C, 3 m; (95 C, 10 s; 54 C, 30 s; 68 C, 50 s)x40 for mRNA3. The data, obtained in duplicates, were analyzed using the iQ5 Optical system software, version 2.0 (Bio-Rad).

"
PMC5860757,"Statistical analysis was performed using Review Manager 5.3 (Cochrane Collaboration, London, UK). ",True,False,False,"Statistical analysis was performed using Review Manager 5.3 (Cochrane Collaboration, London, UK).  All analyses were conducted on the intent-to-treat (ITT) populations."
PMC3303470,"All radiocarbon ages were converted to calibrated calendar ages BP (before-present, 1950) using the CALIB 6.02 calibration software and the IntCal09 data sets [62]. ",True,False,False,"Radiocarbon ages (see Table 1) are given with 1 standard deviation (1sigma) precisions ranging from +-0.3 to 0.5. All radiocarbon ages were converted to calibrated calendar ages BP (before-present, 1950) using the CALIB 6.02 calibration software and the IntCal09 data sets [62].  All calendar age errors quoted in this paper are given as 2 standard deviation errors (2sigma)."
PMC5678726,"The level of significance was considered by 5% and SPSS software (version 18) was employed for data analysis.

",True,False,False,"Descriptive statistics (percentage, mean and standard deviation) as well as analytical statistics (Mann-Whitney test, Kruskal-Wallis test and Spearman correlation coefficient) were used. The level of significance was considered by 5% and SPSS software (version 18) was employed for data analysis.

"
PMC3660501,"Counting of pyknotic/dead cells was done using Stereo investigator (MBF Biosciences, USA).

",True,False,False,"Morphology of neurons in CA1 region was observed under light microscopy. Counting of pyknotic/dead cells was done using Stereo investigator (MBF Biosciences, USA).

"
PMC3660501,"For data analysis, the ΔΔCt method was used with the aid of a Microsoft excel spreadsheet containing algorithms provided by the manufacturer. ",True,False,False,"Samples from all groups were compared. For data analysis, the ΔΔCt method was used with the aid of a Microsoft excel spreadsheet containing algorithms provided by the manufacturer.  Fold-changes were then calculated and expressed as log-normalized ratios of values from all tissues."
PMC5336195,"Descriptive statistics were computed with Statistica, and are presented as mean±SD or median (min–max) as appropriate. ",True,False,False,"Descriptive statistics were computed with Statistica, and are presented as mean±SD or median (min–max) as appropriate.  The Student's t-test was used to test mean values of normally distributed data and the Mann-Whitney U-test for data with a skewed distribution."
PMC5336195,"Calculations were carried out using Stata v13.1 [13]and the R-library glmnet[14]

",True,False,False,"Cross validation is used to choose lambda and to assess the predictive accuracy of the model, which protects against overfitting. Calculations were carried out using Stata v13.1 [13]and the R-library glmnet[14]

"
PMC5207403,"All analyses were performed using STATA 14.0.

",True,False,False,"All tests of significance used 95% level (p<0.05). All analyses were performed using STATA 14.0.

"
PMC3669023,"All analyses were performed using the SAS GLM procedure (Version 9.3; SAS Institute, Cary, NC).

",True,False,False,"Associations were considered statistically significant at the 5% level and all regression coefficients are presented with 95% CI. All analyses were performed using the SAS GLM procedure (Version 9.3; SAS Institute, Cary, NC).

"
PMC2002515,"The calculations were performed with SAS, PROC POWER. ",True,False,False,"We did not allow for drop-outs since all participants who completed the sleep diary for at least one day were included in all of the analyses except for global self-assessed improvement. The calculations were performed with SAS, PROC POWER.  The estimated sample sizes ranged from 58 to 388 per group, depending on the proportion in the placebo group and the minimum difference considered to be important."
